Text,Score
في 18 أكتوبر، وفي مشاركته رقم 122 الأوروبية مع النادي، سجل ميسي هدفه رقم 97 في دوري أبطال أوروبا، و 100 له في جميع مسابقات الأندية التابعةللاتحاد الأوروبي لكرة القدم، في مباراة الفوز 3–1 على أرضه أمامأولمبياكوس.أصبح ميسي اللاعب الثاني بعدكريستيانو رونالدوالذي حقق هذا الإنجاز في هذا القرن.في 23 أكتوبر، أنهى ميسي المركز الثاني خلف كريستيانو رونالدو في عام 2017 وهوأفضل لاعب في العالمللسنة الثانية على التوالي.في 4 نوفمبر، لعب مباراته رقم 600 مع برشلونة في مباراة الفوز على أرضه 2–1 أمامإشبيليةفي الدوري الإسباني.بعد اتسلمه للحذاء الذهبي الرابع، وقع ميسي عقدًا جديدًا مع برشلونة في 25 نوفمبر، يبقيه مع النادي حتى موسم 2020–21. وُضِع بند لكسر العقد يبلغ 700 مليون يورو.في 7 يناير 2018، شارك ميسي في مباراته رقم 400 في الدوري الإسباني مع برشلونة في المباراة التي فاز فيها على أرضه 3–0 علىليفانتي، احتفل بهذه المناسبة من خلال صناعته لـ144 تسجيله لـ365 في الدوري مع النادي، ليعادلغيرد مولركأكثر لاعب سجل أهداف في الدوري مع نادي واحد في أحد الدوريات الخمس الكبرى في أوروبا.,10.0
في 5 أغسطس 2019، أُعلن أن ميسي سيغيب عن جولة برشلونة فيالولايات المتحدةبعد إصابته في عضلة الربلة اليمنى.في 19 أغسطس، رُشح هدف ميسي ضدريال بيتيسلجائزة بوشكاشلعام 2019.في وقت لاحق من ذلك الشهر، عانى من انتكاسة أخرى بعد عودة إصابته في عضلة الربلة، مما استبعده من المباراة الافتتاحية للموسم؛ونتيجة لذلك، غاب إلى أجل غير مسمى، وكان من المتوقع عودته إلى برشلونة بعد التوقف الدولي في سبتمبر.في 2 سبتمبر، أُدرج ميسي في القائمة المختصرة كواحد من المنافسين الثلاثة النهائيين لكل من جائزة بوشكاش لعام 2019وجائزة الفيفا للأفضل كرويا لعام 2019، حيث فاز ميسي بالأخيرة في 23 سبتمبر.,10.0
في 25 أغسطس 2020، أعلن برشلونة «أن ميسي أرسل للنادي وثيقة تُعبر عن رغبته في الرحيل».حظي الإعلان بردود فعل إعلامية كبيرة، بما في ذلك من زملائه الحاليين والسابقين، والرئيس الكتالونييواكيم تورا.في 26 أغسطس، كرر المدير الرياضي لبرشلونة، رامون بلانز، رغبة النادي في «بناء فريق حول أهم لاعب في العالم»وأكد أن ميسي لن يكون قادرًا على المغادرة إلا إذا دفع الشرط الجزائي البالغ 700 مليون يورو؛ وذكر أنه لا يمكن لميسي أن يفعل البند الذي في عقده والذي كان سيسمح له بمغادرة النادي مجانًا إلا إذا كان قد أبلغ النادي بقراره بحلول 31 مايو 2020، على الرغم من أن ممثلي اللاعب جادلوا بضرورة أن يكون الموعد النهائي حتى 31 أغسطس، بسبب تأجيل انتهى موسم 2019–20 بسبب جائحة كورونا.في 30 أغسطس، أصدرالدوري الإسبانيبيانًا بخصوص ميسي بأن عقده مع برشلونة لا يزال ساريًا وأن الشرط الجزائي الخاص به لا يزال ساريًا.,10.0
في 1 يوليو 2021، أصبح ميسي لاعبًا حراً بعد انتهاء عقده،مع تعقيد المفاوضات بشأن العقد الجديد بسبب المشكلات المالية في برشلونة.,10.0
شارك ميسي أول مرة مع النادي في 29 أغسطس، حيث حلبديلاًفي الشوط الثاني من الفوز 2–0 خارج أرضه أمامريمسفيالدوري الفرنسي.تعادل خارج ملعبه معكلوب بروجفي 15 سبتمبر.بعد أربعة أيام، شارك ميسي على أرضه مع باريس سان جيرمان بفوزه 2–1 علىليون.في 28 سبتمبر، سجل ميسي هدفه الأول للنادي في مباراة الفوز 2–0 في دور المجموعات بدوري أبطال أوروبا علىمانشستر سيتيبقيادةبيب غوارديولا.في 21 نوفمبر، سجل ميسي هدفه الأول في الدوري الفرنسي في مباراة الفوز 3–1 على أرضه أمامنانت.في 28 نوفمبر، قدم ميسي ثلاث تمريرات حاسمة للمرة الخامسة في مسيرته عندما فاز باريس سان جيرمان علىسانت إتيان3–1 خارج أرضه.,10.0
توقف تهديف ميسي المستمر يوم 29 نوفمبر فيالكلاسيكو، غير أن برشلونة تمكن من الفوز بنتيجة 5–0.وفي المباراة التالية سجل ميسي هدفين وصنع واحدًا ضدأوساسونا،ثم تابع بثنائيتين في مرمىريال سوسيداد.فاز برشلونة بالمباراة بنتيجة 5–1، فيالدربي حامل اسم المدينة، حيث عاون ميسي زملائه بيدرو وفيا على تسجيل هدف لكل منهما.وجاء هدفه الأول في سنة 2011 ضدديبورتيفو لاكورونيامن ركلة حرة، ففاز فريقه بنتيجة 4–0 خارج الأرض، وفي هذه المرة أيضًا تعاون مع بيدرو وفيا.,10.0
فاز ميسيبجائزة الكرة الذهبية عام 2010، متفوقاً على زملاءه ببرشلونة تشافي وإنيستا.وقد ترشح ميسي للجائزة للعام الرابع على التوالي.بعد يومين فقط من حصوله على الجائزة سجل أول هاتريك في السنة والثالث لهذا الموسم ضدريال بيتيس.وبدأ الجولة الثانية من الدوري بهدف، بتسجيله ركلة الجزاء الثانية له ضدراسينغ سانتاندر.بعد أن سجل ركلة الجزاء، كشف ميسي عن رسالة كتبها على القميص الداخلي تقول، «عيد ميلاد سعيد، مامي».وتابع تألقه التهديفي بهدفين ضدألميريافيالدور قبل النهائي بكأس ملك إسبانيا،وتابعها بهدفين آخريين في أقل من أسبوع لاحق ضدإيركوليس.في 5 فبراير، حطم برشلونة الرقم القياسي للانتصارات المتتالية في الدوري بستة عشر انتصار، بعد أن هزم أتلتيكو مدريد بنتيجة 3–0 على أرض ملعب الكامب نو.سجل ليونيل ميسي هاتريك ليضمن الفوز لفريقه وبعد المباراة صرح: «إنه لشرف أن تكون قادرًا على تجاوز رقم قياسي مسجل باسم عظيم مثلدي ستيفانو»، و«إذا كان الرقم المسجل دام لفترة طويلة، فذلك لأنه من الصعب جدًا التغلب عليه، ولقد وصلنا إلى ذلك بالفوز على فريق قوي للغاية يمر بوضع سيئ، الأمر الذي جعل هذا الإنجاز أكثر صعوبة حتى».,10.0
في مباراة الذهاب منالنصف النهائي لدوري أبطال أوروباقدم أداءً لا ينسى، بتسجيله هدفين ضدريال مدريدفي مباراة الفوز 2–0، وقد أُُشيد بالهدف الثاني باعتباره أحد أفضل الأهداف في هذه المرحلة من البطولة.في نهائي دوري أبطال أوروبا على ملعب ويمبلي، سجل ميسي هدف الحسم في المباراة ليعطي برشلونة لقبه الثالث في ست سنوات، والرابع بالإجمالي.بدأ ميسي هذا الموسم برفعكأس السوبر الإسبانيمع برشلونة، بتسجيله ثلاثة أهداف وصنع هدفين في الفوز 5–4 ضدريال مدريد.استمرت أدواره الكبيرة في المباراة الرسمية التالية التي لعبت ضدبورتوعندما سجل مرة أخرى بعد تمريرة خلفية خاطئة منفريدي جوارينقبل أن يصنع هدفلسيسك فابريغاسليمنح برشلونة الفوز بنتيجة 2–0،وكأس السوبر الأوروبي،البطولة الرسمية الوحيدة التي لم يسجل بها من قبل.بدأ ميسي حملةالدوري الإسبانيبهدفين في مرمىفياريال،وأكملهابهاتريكفي مباراتي الإياب ضدأوساسونا،وأتليتيكو مدريد.,10.0
أظهر ميسي في مباراة بالدوري امامأوساسونافي 17 سبتمبر، لماذا يعتبر هو أفضل لاعب كرة قدم في العالم، داخل وخارج الملعب. بعد تسجيل هدفه الأول من هاتريك في الفوز 8–0، أنجز ميسي احتفالية خاصة من أجل سفيان، طفل مغربي ذو العشر سنوات والذي يعاني من متلازمة لورين ساندرو، حالة طبية نادرة التي يمكن أن تؤدي في النهاية إلى فقدان الأطراف السفلى. في حين عادة ما يشير ميسي إلى السماء بعد تسجيل أي هدف، لكنه لمس ميسي ساقيه كإهداء من أجل سفيان.في أغسطس، أصبح ميسي ثاني أعلى هداف متجاوزاًلاديسلاو كوبالابمئة وأربعة وتسعين هدفا، ولم يتفوق عليه إلاسيزار رودريغيز الفاريزبمئتين وخمسة وثلاثين هدفا في جميع المسابقات الرسمية.,10.0
توّج ميسي بجائزة أفضل لاعب في أوروبا 2011، بتفوقه على كل من زميله في الفريقتشافي هيرنانديزوكريستيانو رونالدولاعبريال مدريد. وتوّج أيضاً بجائزةكرة فيفا الذهبية 2011بتفوقه مجددا على زميله في الفريق تشابي وكريستيانو رونالدو. و بفوزهبكرة الفيفا الذهبيةمجددا، أصبح ميسي رابع لاعب يحرز ثلاثكرات ذهبية، بعديوهان كرويف،ميشيل بلاتينيوماركو فان باستنوثاني لاعب يفوزبكرة الفيفا الذهبيةللمرة الثالثة على التوالي، بعدميشيل بلاتيني(ومع ذلك، اثنتين منجائزة الكرة الذهبيةالتي حصل عليهما هيكرة الفيفا الذهبية، التي فاز بهما على التوالي).,10.0
بتاريخ18 ديسمبر2012، اُعلن عن تجديد إدارة نادي برشلونة لعقد ميسي ليمتد حتى 30 يونيو 2018،في أوائل عام 2013 فاز ميسي بجائزةكرة الفيفا الذهبيةبصفته أفضل لاعب كرة قدم خلال عام 2012.,10.0
في بطولة دوري الأبطال وفي الدور ربع النهائي أوقعت القرعة نادي برشلونة بمواجهة ناديأتلتيكو مدريدتعادل الفريقين ذهاباً في كامب نو 1–1 وفي مباراة الإياب خسر برشلونة بهدف وودع البطولة،وصل رفاق ميسي للمباراة النهائية ببطولةكأس إسبانياوخسروا بنتيجة 1–2،بعدها أصبح الأمل الوحيد لميسي ورفاقه لإنهاء الموسم بالفوز ببطولة كبرى بطولةالدوريفي آخر جولة في البطولة لعب برشلونة أمام أتلتيكو مدريد في كامب نو، برشلونة كان بحاجة للفوز لتحقيق البطولة وأي نتيجة أُخرى ستجعل أتلتيكو بطلاً، انتهت المباراة بالتعادل الإيجابي 1–1 بعد أن أحرز ميسي هدف ألغاه الحكم بداعيالتسلل،وأنهى ميسي ونادية الموسم دون تحقيق أية بطولة كبرى والاكتفاء ببطولة السوبر الإسباني في بداية الموسم، أحرز ميسي خلال الموسم 41 هدفاً في مختلف البطولات منها 28 هدفاً في الدوري.,10.0
كان موسم 2014–15 موسم مميز واستثنائي للنجم الأرجنتيني مع ناديةبرشلونةبعد أن قاد النادي لثلاثية الدوري والكأس ودوري الأبطال للمرة الثانية بعد موسم 2008–09، وكان لميسي من خلال أهدافه التي سجلها والأهداف التي قام بصناعتها الدور الكبير والرئيسي في هذا الإنجاز، إذ بلغ عدد الأهداف التي سجلها خلال الموسم 58 هدفاً، 43 هدفاً فيالدوريوخمسة أهداف في بطولةالكأسوعشرة أهداف فيدوري الأبطالالتي كان هدافاً لها مشاركة مع زميلة في الفريقنيمارواللاعبكريستيانو رونالدو، علاوة على 27 هدفاً قام بصناعتها خلال الموسم،يضاف إلى ذلك بمساهمة ميسي رفقة زميليهنيمارولويس سواريزفي تحطيم رقم قياسي بعدد الأهداف المسجلة من ثلاثي خط هجومي خلال موسم واحد وبلغ عدد تلك الأهداف 122 هدفاً.,10.0
شارك ميسي في صناعة هدفأندريس إنيستافي الوقت المحتسب بدل الضائع ضدنادي تشيلسيفي دوري أبطال أوروبا في الدور قبل النهائي ليرسل برشلونة مباشرة لمواجهةمانشستر يونايتدفيالنهائي. فاز ميسي في أول بطولةكأس ملك إسبانيافي 13 مايو، وأحرز هدفاً وصنع اثنين آخرين، في الفوز بنتيجة 4–1 علىأتلتيك بيلباو.وساعد فريقه بالحصول على الثنائية من خلال الفوز بالدوري الإسباني. في 27 مايو ساعد برشلونة في الفوز بدوري أبطال أوروبا بتسجيله الهدف الثاني في الدقيقة 70، الأمر الذي منح الفريق فارق هدفين؛ أيضاً أصبح الهداف الأول في دوري أبطال أوروبا، وأصغرهم سناً في تاريخ البطولة، برصيد تسعة أهداف،وفاز أيضاً بجائزة أفضل مهاجم وأفضل لاعب للأرقام، مختتمًا سنة مذهلة في أوروبا.جعل هذا الانتصار برشلونة تتربع على عرش بطولةكأس ملك إسبانيا،والدوري الإسبانيودوري أبطال أوروبا في موسم واحد،وقد كانت هذه المرة الأولى التي فاز فيها نادي إسباني بالثلاثية.,10.0
بعد الفوزبكأس السوبر الأوروبي لعام 2009، أكد مدرب برشلونةجوسيب غوارديولابأن ميسي أفضل لاعب رآه في حياته.يوم 18 سبتمبر، وقع ميسي عقداً جديداً مع برشلونة، جاري حتى عام 2016 مع وضع بند بشرط جزائي بقيمة 250 مليون يورو، ليكون ميسي، إلى جانبزلاتان إبراهيموفتش، أعلى اللاعبين أجراً في الدوري الإسباني، حيث أنهما يحصلان على 9.5 مليون يورو سنوياً.بعد أربعة أيام، في 22 سبتمبر، سجل ميسي هدفين وصنع آخر في فوز برشلونة بنتيجة 4–1 على راسينغ سانتاندر في الدوري الإسباني.سجل هدفه الأوروبي الأول لهذا الموسم في 29 سبتمبر بالفوز 2–0 علىدينامو كييف،ورفع رصيده من الأهداف إلى ستة أهداف في سبع مباريات فيالدوري الإسباني، عندما قاد برشلونة للفوز علىريال سرقسطةبنتيجة 6–1 على ملعبالكامب نو.,10.0
يوم 19 ديسمبر، سجل ميسي هدف الفوز في المباراة النهائيةلكأس العالم للأندية لعام 2009ضد ناديإستوديانتيس دي لا بلاتافيأبوظبي، ليمنح النادي لقبه السادس لهذا العام.وبعد ذلك بيومين، حصل علىجائزة أفضل لاعب كرة قدم في العالم، ليهزم كل منكريستيانو رونالدووتشافي هيرنانديزوريكاردو كاكاوأندريس إنيستاللحصول على الجائزة. وكانت هذه هي المرة الأولى التي يفوز بها ميسي، ليُصبح أول أرجنتيني يحصل على هذا الشرف منذ ابتكار الجائزة.في 10 يناير 2010، سجل ميسي أولهاتريكله في عام 2010 وأول هاتريك في هذا الموسم ضدتينيريفيبالفوز بنتيجة 0–5،وفي يوم 17 يناير سجل هدفه المئوي مع النادي في مباراة الفوز 4–0 علىنادي إشبيلية.,10.0
ثم بدأ ميسي في مسار رائع بتسجيله 11 هدفا في خمس مباريات. أولاً سجل في الدقيقة 84 أمامنادي مالقابالفوز 2–1،ثم سجل هدفين ضدألميريافي مباراة التعادل 2–2.تابع تألقه بأسبوع مثير للإعجاب حيث سجل ثمانية أهداف؛ بدأ بتسجيلههاتريكأمامنادي فالنسيابفوز الذهاب 3–0، ثم سجل هدفين في مرمىشتوتغارت، في مباراة الفوز 4–0 التي ضمنت لبرشلونة التأهل إلى الدور ربع النهائي مندوري أبطال أوروبا،وأخيراً سجلهاتريكآخر ضدريال سرقسطةفي الفوز بنتيجة 4–2 إياباً،ليصبح أول لاعب لبرشلونة يسجلهاتريكمتتالٍ في الدوري الإسباني.لعب مباراته الرسمية رقم 200 مع برشلونة ضدأوساسونايوم 24 مارس 2010.,10.0
إنه أفضل لاعب في العالم بفارق جيد. إنه مثلالبلاي ستيشن. يمكنه الاستفادة من كل خطأ نرتكبه.,10.0
في 21 أغسطس 2010، سجل ميسي هاتريك في أولى بدايته لهذا الموسم في الفوز بنتيجة 4–0 علىإشبيليةفيكأس السوبر الإسباني، ليساعد برشلونة على تأمين أول ألقاب هذا الموسم بعد خسارة مباراة الذهاب بنتيجة 1–3.كما بدأ موسمه في الدوري بهدف، سجله بعد مرور ثلاث دقائق فقط ضدراسينغ سانتاندرفي 29 أغسطس 2010. ثم تابع تألقه في مباراة مرحلة المجموعاتبدوري أبطال أوروباضدباناثينايكوسحيث سجل هدفين، وصنع اثنين آخرين كما كان بإمكانه تسجيل هدفين أيضاً.,10.0
في 19 سبتمبر 2010، تعرض ميسي لإصابة في الكاحل بسبب تتدخل متعمد من مدافعأتلتيكو مدريدتوماش أويفالوشيفي الدقيقة 92 من مباراة الجولة الثالثة علىملعب فيسينتي كالديرون. لأول وهلة كان يخشى أن ميسي تعرض لكسر في الكاحل التي كان يمكن أن تبعد لاعب نجم عن الملاعبمدة لا تقل عن ستة أشهر، لكن أظهر التصوير بالرنين المغناطيسي في اليوم التالي أنه تعرض لالتواء في الأربطة الداخلية والخارجية لكاحله الأيمن فقط.وقال زميله ديفيد فيا بعد مشاهدة اللقطة: «التدخل على ميسي كان وحشيًا»، وأضاف أيضاً أنه يعتقد أن مدافع أتليتيكو «لم يتدخل لإيذاء ميسي».وتسبب الحادث باهتمام وسائل الإعلام على نطاق واسع وطرح المناقشة من المساواة في حماية جميع اللاعبين في المباريات.,10.0
في 16 سبتمبر، أعلن برشلونة، للمرة الثانية في غضون ثلاثة أشهر، تجديده لعقد ميسي حتى شهر يونيو من عام 2014؛ وفي هذه المرة حُسبت أجرته كأجرة لاعب أساسي في الفريق الأول.حصل ميسي على الجنسية الإسبانية في 26 سبتمبر سنة 2005،ليتمكن أخيراً من اللعب أول مرة في أول موسم له فيالدوري الإسباني. جرت أول مباراة لميسي على أرض ملعبالكامب نوفيدوري أبطال أوروبابتاريخ 27 سبتمبر من نفس العام، ضد ناديأودينيزيالإيطالي.لوحظ مدى إعجاب المشجعين بميسي، عندما قاموا بالتصفيق له بحفاوة بالغة لحظة استبداله، على ما قدمه في المباراة وانسجامه معرونالدينيو، مما أدى إلى فوز لبرشلونة.,10.0
أحرز ميسي ستة أهداف في 17 مباراة في الدوري الإسباني، وسجل هدفا واحدا في دوري أبطال أوروبا في ستة مباريات. انتهى موسمه مبكراً في 7 مارس 2006، عندما تعرض لتمزق عضلي في فخذه الأيمن خلال مباراة الإياب من الدور الثاني لدوري أبطال أوروبا ضدتشلسي.ومع ذلك أنهى برشلونة هذا الموسم كبطل لإسبانيا وأوروبا.,10.0
فيموسم 2006–07، فرض ميسي نفسه كلاعب أساسي للفريق الأول، بتسجيله 14 هدفاً في 26 مباراة.في 12 نوفمبر، وخلال مباراة ضد ناديريال سرقسطة، أصيب ميسي بكسر فيمشط القدم، أبعده عن الملاعب طيلة ثلاثة أشهر.تعافى ميسي من إصابته في الأرجنتين، وجاءت عودته للعب ضدراسينغ سانتاندرفي 11 فبراير،حيث دخل اللقاء كلاعب بديل في الشوط الثاني. في 11 مارس، شهدالكلاسيكوميسي في قمة مستواه، بإحرازههاتريكوإهدائه برشلونة التعادل 3–3، وأتى التعادل الأخير في الوقت المحتسب بدل الضائع.وبذلك أصبح أول لاعب، منذإيفان زامورانو(لريال مدريدفي موسم 1994–95)، يسجل هاتريك في الكلاسيكو.كما أصبح أصغر لاعب في التاريخ يحقق هذا الأمر. وبقرب نهاية الموسم بدأ بهز شباك خصومه أكثر فأكثر؛ فتمكن من تسجيل 11 هدفًا من أصل 14 في الدوري للموسم في آخر 13 مباراة.,10.0
ضمنموسم 2007–08، سجل ميسي خمسة أهداف في غضون أسبوع ليقود برشلونة إلى المراكز الأربعة الأولى في الدوري الإسباني. يوم 19 سبتمبر سجل مرة عندما هزم برشلونةليونبنتيجة 3–0 على أرضه في مباراةدوري أبطال أوروبا.سجل هدفين في مرمىإشبيليةفي 22 سبتمبرثم في 26 سبتمبر، سجل ميسي هدفين آخرين في مباراة الفوز 4–1 علىريال سرقسطة.وجاء الهدف التالي في مباراة الإياب بالفوز 4–1 ضدنادي ليفانتيفي 29 سبتمبر 2007. هدفه الثاني فيدوري أبطال أوروبالهذا الموسم جاء ضدنادي شتوتغارت، وفي 27 فبراير، لعب ميسي مباراته الرسمية المئة بقميص برشلونة ضدنادي فالنسيا.,10.0
رُشح ميسي لجائزةاتحاد اللاعبين المحترفين تشكيلة العامفي فئة الهجوم،وأظهر استطلاع للرأي أجري علىالإنترنتلصحيفةماركاالإسبانية، أن معظم المعجبين صوتوا لميسي ليكون أفضل لاعب في العالم، حيث حصل على 77% من الأصوات.ذكر بعض المحررين من الصحف التابعة لبرشلونة، مثل صحيفتَيإل موندو ديبورتيفووسبورت، ذكروا أنه يجب أن تعطىالكرة الذهبيةلميسي، وهو الرأي الذي أيدهفرانز بيكنباور.كذلك صرّح بعض مخضرمي كرة القدم، مثلفرانشيسكو توتي، أنه يعتقد أن يكون ميسي أحد أفضل لاعبي كرة القدم حالياً في العالم.غاب ميسي مدة ستة أسابيع عن الملاعب إثر إصابة في 4 مارس، عندما تعرض لتمزق عضلي في فخذه الأيسر خلال مباراة دوري أبطال أوروبا أمامنادي سيلتيك. وكانت هذه هي المرة الرابعة في ثلاثة مواسم يعاني فيها ميسي هذا النوع من الإصابة.بعد عودته من الإصابة سجل ميسي هدفه الأخير في موسم 2007–08 ضدفالنسيافي 4 مايو 2008، ليفوز برشلونة بنتيجة 6–0. عند انتهاء الموسم تمكن ميسي من تسجيل 16 هدفاً وصنع 13 هدفاً في جميع البطولات.,10.0
بعد رحيلرونالدينيوعن النادي، ورث ميسي قميصه حامل الرقم 10.في 1 أكتوبر 2008، خلال مباراةدوري أبطال أوروباضدشاختار دونيتسك، سجل ميسي هدفين في الدقائق السبع الأخيرة، بعد نزوله بديلاًلتييري هنري، ليقلب نتيجة 0–1 إلى فوز 2–1 لبرشلونة.كانت مباراة الدوري القادمة ضدأتلتيكو مدريد، مباراة وصفت بمثابة معركة ودية بين ميسي وصديقه الحميمسيرجيو أغويرو.سجل ميسي هدفاً من ركلة حرة، وصنع آخر فيما تقدم برشلونة بالفوز بالمباراة 6–1.أحرز ميسي هدفين آخرين مثيرين للإعجاب ضد إشبيلية بتسجليه من تسديدة من 23 متراً (25 ياردة) ومن ثم دحرجة الكرة حول حارس المرمى وتسجيله من زاوية ضيقة للطرف الآخر.في 13 ديسمبر 2008، في أول كلاسيكو لهذا الموسم، سجل ميسي الهدف الثاني في المباراة التي فاز بها برشلونة 2–0 على ريال مدريد،كما حصل على المركز الثانيلجائزة أفضل لاعب في العالم لسنة 2008بستمائة وثمانية وسبعين نقطة.,10.0
سجل ميسي أول هاتريك (ثلاثة أهداف في مباراة واحدة) لعام 2009 في مباراةكأس ملك إسبانياضد أتلتيكو مدريد التي فاز بها برشلونة بنتيجة 3–1.سجل ميسي هدفين آخرين مهمين في 1 فبراير 2009، بنزوله بديلاً في الشوط الثاني ليساعد برشلونة في هزيمة راسينغ سانتاندر بنتيجة 1–2، بعد أن كانت 1–0، وكان الهدف الثاني الهدف رقم 5000 لبرشلونة في الدوري.في الجولة الثامنة والعشرون من الدوري الإسباني، سجل ميسي هدفه الثلاثين لهذا الموسم في جميع البطولات، ليساعد فريقه للفوز بنتيجة 6–0 علىنادي مالقا.في 8 أبريل 2009، سجل مرتين ضدبايرن ميونيخفي دوري أبطال أوروبا، ليسجل رقماً قياسياً شخصياً بثمانية أهداف في البطولة.في 18 أبريل، حقق ميسي هدفه العشرين في الدوري لهذا الموسم بالفوز على مضيفه خيتافي 1–0، ليسمح لبرشلونة بالحفاظ على فارق الست النقاط في صدارة جدول الدوري عنريال مدريد.,10.0
باقتراب نهاية موسم برشلونة، سجل ميسي هدفين، ليتوج بالفوز 6–2 على ريال مدريد في ملعبسانتياغو برنابيو،وقد اعتبرت هذه الهزيمة الأقسى لريال مدريد منذ عام 1930،وبعد تسجيل كل هدف، كان ميسي يركض نحو الجماهير وآلات التصوير ويرفع قميصه وليعرضقميصأخرى كتب عليهSíndrome X Fràgil، أي «مرض متلازمة أكس الهشة»، لإظهار دعمه للأطفال الذين يعانون من هذا المرض.,10.0
ظهر ميسي على غلاف لعبة الفيديوبرو إيفولشن سوكر 2009وبرو إفلوشن سوكر 2011، وشارك أيضاً في الحملات الترويجية للألعاب.يُعتبر ميسي، إلى جانبفرناندو توريس،وجهَي لعبةبرو إفلوشن سوكر 2010، وقد شارك أيضا في التقاط الحركات والإعلان.ومع ذلك، في نوفمبر 2011 قُدم ميسي كالوجه الجديد للمنافس الأولللبرو إيفولشن سوكرفي مجموعة ألعاب الفيديو لكرة القدمفيفافي أول ظهور له كنجم غلاف لسلسلة القادمة من فيفا ستريت 2012. وترعى ميسي الشركة الألمانية الرياضيةأديداسويظهر في الإعلانات التلفزيونية الخاصة بهم.في يونيو 2010 وقع ميسي أيضاً عقداًمدة ثلاث سنوات مع هرباليفي،التي تدعم كذلك مؤسسة ليو ميسي.,10.0
التنافس بينكريستيانو رونالدووليونيل ميسيهو تنافسبكرة القدمبين مشجعيالبرتغاليكريستيانو رونالدووالأرجنتينيليونيل ميسي ويفترض بين اللاعبين أنفسهم أيضاً. فبعد أن حصلوا على 13كرات ذهبية(8 لميسي و 5لرونالدو)، يعتبر كلاهما أفضل لاعبين جيلهم ومن بين أفضل اللاعبين عبر التاريخ. كلا اللاعبين قد كسر حاجز 50 هدف في موسم واحد، وسجلوا أكثر من 600+ هدف في مسيرتهم مع النادي والمنتخب.كما أنهم أيضا اللاعبان الوحيدان اللذان سجلاهاتريكسبع مرات فيدوري أبطال أوروبا.الصحفيون و النقاد والمشجعين في جدل دائم حول المزايا الفردية لكلٍ منهما في محاولة لتحديد من يعتقدون أنه أفضل لاعب في كرة القدم في الوقت الحالي.وتم تشبيهه مقارنتهم ببعضهما كمقارنةمحمد عليوجو فريزرفيالملاكمة، ومنافسةبيورن بورغوجون ماكنروفيالتنسومنافسة أيرتون سينا–ألان بروست فيفورمولا 1 للسيارات.,10.0
كرة السلةهيرياضة جماعيةوشعبية حيث يتنافس فيها فريقان يتألف كل منهما من خمسة لاعبين يحاول كلاهما إدخال الكرة في سلة الخصم وإحراز الأهداف وكسب النقاط.,10.0
يتم إحراز النقاط من خلال إدخال الكرة داخل السلة الموجودة على ارتفاع 3 أمتار؛ حيث يفوز الفريق الذي يتمكن من إحراز عدد من النقاط أكبر من تلك التي يحرزها منافسه في نهاية المباراة وهكذا فمن الصعب وقوع نتيجة التعادل بين الفريقين. ويمكن للاعب التقدم بالكرة إلى الأمام عن طريق تنطيطها على أرضالملعبفيما يُعرف باسم (المراوغة) أو تمريرها لزملائه للوصول إلى الهدف. ولا يُسمح بأي احتكاك بدني يعرقل أي لاعب من الفريقين (خطأ) وهناك قيود مفروضة على كيفية التعامل مع الكرة تُعرف باسم (مخالفات قواعد اللعب).,10.0
عند ارتكاب اللاعب لـست مخالفات يطرد مباشرة من المباراة ويعوّضه لاعب آخر من نفس الفريق.,10.0
وبمرور الوقت، تطورت لعبة كرة السلة لتشتمل على طرق لعب فنية شائعة تتعلق بتصويب الكرة وتمريرها والمراوغة بها، إلى جانب مراكز اللاعبين والخطط الدفاعية والهجومية. فعادة ما يلعب أطول لاعبي الفريق في مركزالوسطأو في أحد مركزيالهجوم، أما اللاعبون الأقصر طولًا أو الذين يتميزونبالسرعةويمتلكون أفضلمهاراتفي الإمساكبالكرةوالتحكم بها فيلعبون في مراكزالدفاع. وعلى الرغم من الاهتمام البالغ بقواعد وقوانين لعبة كرة السلة عند ممارستها في المسابقات والمنافسات، فقد ظهرت الكثير من الألعاب المشتقة من لعبة كرة السلة والتي تُمارس بشكل غير رسمي. وفي بعض البلدان، تعدّ لعبة كرة السلة من الرياضات الشعبية التي تستقطب قطاعًا جماهيريًا كبيرًا.,10.0
وفي حين تعدّ كرة السلة في الأساس بمثابةرياضةتنافسية تُمارس في الصالات، فيملعب كرة السلة، فقد ازداد انتشار الألعاب المشتقة من لعبة كرة السلة، والتي لا يتم التشديد فيها على القواعد والقوانين، كنوع من الرياضات التي تُمارس في الساحات الخارجية الموجودة بالقرب منالأحياء الشعبيةوالتجمعاتالسكنية الريفية.,10.0
يوم 9 سبتمبر 2021، سجل ميسي هاتريك في فوز الأرجنتين 3–0 على بوليفيا ضمنتصفيات كأس العالم 2022، ليتجاوزبيليهويصبح أفضل هداف دولي لأمريكا الجنوبية بـ 79 هدف.,10.0
